hhid,areaid,treatment,spandana_1,othermfi_1,anymfi_1,anybank_1,anyinformal_1,spandana_amt_1,othermfi_amt_1,anymfi_amt_1,bank_amt_1,informal_amt_1,anyloan_amt_1,newbiz_1,relative_amt_1,friend_amt_1,shg_amt_1,moneylender_amt_1,bizhat,any_newbiz_1,bizhat_any,bizhat_old,informal_amt_3,anyinformal_3,w,degree_3,shared_degree_3,nonshared_degree_3,flink_3,nflink_3,shared_flink_3,shared_nflink_3,nonshared_flink_3,nonshared_nflink_3,shared_prop_3,mfilinks_3,mfilinks_f_3,mfilinks_nf_3,mfilinks_known_3,any_mfi_link_3,mfi_group_3,stratum,span_entry_date,entry_order,ed1,ed2,ed3,ed4,ed5,kid1620,girl1620,boy1620,kid515,girl515,boy515,woman2130,man2130,woman2130_ed1,man2130_ed1,woman2130_ed2,man2130_ed2,woman2130_ed3,man2130_ed3,woman2130_ed4,man2130_ed4,woman2130_ed5,man2130_ed5,woman2130_lit,man2130_lit,woman3140,man3140,woman3140_ed1,man3140_ed1,woman3140_ed2,man3140_ed2,woman3140_ed3,man3140_ed3,woman3140_ed4,man3140_ed4,woman3140_ed5,man3140_ed5,woman3140_lit,man3140_lit,woman4150,man4150,woman4150_ed1,man4150_ed1,woman4150_ed2,man4150_ed2,woman4150_ed3,man4150_ed3,woman4150_ed4,man4150_ed4,woman4150_ed5,man4150_ed5,woman4150_lit,man4150_lit,woman5160,man5160,woman5160_ed1,man5160_ed1,woman5160_ed2,man5160_ed2,woman5160_ed3,man5160_ed3,woman5160_ed4,man5160_ed4,woman5160_ed5,man5160_ed5,woman5160_lit,man5160_lit,woman61100,man61100,woman61100_ed1,man61100_ed1,woman61100_ed2,man61100_ed2,woman61100_ed3,man61100_ed3,woman61100_ed4,man61100_ed4,woman61100_ed5,man61100_ed5,woman61100_lit,man61100_lit,religion1,religion2,religion3,religion4,religion5,caste1,caste2,caste3,caste4,latrine_any,latrine_own,num_rooms,num_rooms_pucca,roof_thatch,roof_rcc,any_old_biz,area_debt_total_base,area_pop_base,area_business_total_base,area_exp_pc_mean_base,area_literate_head_base,area_literate_base,hhsize_adj_1,adults_1,children_1,male_head_1,head_age_1,head_noeduc_1,women1845_1,anychild1318_1,spouse_literate_1,spouse_works_wage_1,ownland_hyderabad_1,ownland_village_1,informal_new_amt_1,shg_new_amt_1,anymfi_amt_1D,informal_new_amt_1D,friend_amt_1D,shg_new_amt_1D,relative_amt_1D,moneylender_amt_1D,informal_amt_1alt2,predicted_classification,MF,H,is_training,L,HxMF,LxMF,density_3,anymfi_ind,formid,slumid,h
6024,85,0,No,No,No,No,Yes,0,0,0,0,36500,35200,0,0,0,0,15000,0.09286639094352722,0,0.013727262616157532,0.10016226023435593,100000,1,1,7,6,1,6,4,6,3,0,1,0.8571428656578064,2,2,1,2,1,0.5,8,2006-10-17,61,3,1,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,25150,71,1,950.96685791015625,0.25,0.5400000214576721,4.619999885559082,3,3,1,42,0,1,1,1,0,0,0,15000,0,0,15000,0,0,0,15000,15000,Yes,0,1,0,0,0,0,0.09859154929577464,0,6024,85,1
6025,85,0,No,No,No,No,Yes,0,0,0,0,8000,8000,0,0,0,0,0,0.0752558633685112,0,0.00825606007128954,0.08514809608459473,6500,1,1,6,6,0,6,2,6,2,0,0,1,0,0,0,0,0,0,8,2006-10-17,61,0,1,1,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,3.7300000190734863,4,0,1,41,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,0,0,0,0.08450704225352113,0,6025,85,1
6026,85,0,No,Yes,Yes,No,Yes,0,8000,8000,0,46700,71500,0,0,1000,0,45000,0.031322021037340164,0,0.0047898381017148495,0.034883733838796616,85000,1,1,4,3,1,4,3,3,3,1,0,0.75,2,2,2,2,1,0.6666666865348816,8,2006-10-17,61,0,3,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,4.510000228881836,3,2,1,38,1,1,1,0,1,0,0,66000,20000,8000,66000,1000,20000,0,45000,66000,Yes,0,1,0,0,0,0,0.056338028169014086,1,6026,85,1
6027,85,0,No,No,No,No,Yes,0,0,0,0,56950,86050,0,0,55000,0,1050,0.032327353954315186,0,0.005647337529808283,0.02477938123047352,111000,1,1,7,6,1,6,1,6,0,0,1,0.8571428656578064,0,0,0,0,0,0,8,2006-10-17,61,1,3,0,0,0,0,0,0,2,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,3.240000009536743,2,2,1,30,0,1,0,1,1,0,0,106050,50000,0,106050,55000,50000,0,1050,106050,No,0,0,0,1,0,0,0.09859154929577464,0,6027,85,0
6028,85,0,No,No,No,No,Yes,0,0,0,0,193000,198000,0,0,0,0,175000,0.09531048685312271,0,0.010417556390166283,0.1016591414809227,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2006-10-17,61,1,0,1,0,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,6.539999961853027,7,0,1,55,1,3,1,1,0,0,1,175000,0,0,175000,0,0,0,175000,175000,Yes,0,1,0,0,0,0,NA,0,6028,85,1
6029,85,0,No,No,No,No,Yes,0,0,0,0,1100,25700,0,0,0,0,800,0.07137269526720047,0,0.009570871479809284,0.0719354972243309,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2006-10-17,61,1,2,1,0,0,0,0,0,0,0,0,2,2,0,1,1,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,4.699999809265137,5,0,1,30,0,2,0,1,0,0,1,800,0,0,800,0,0,0,800,800,Yes,0,1,0,0,0,0,NA,0,6029,85,1
6030,85,0,No,No,No,No,No,0,0,0,0,0,20000,0,0,0,0,0,0.07895591109991074,0,0.013961325399577618,0.07869414240121841,0,0,1,7,5,2,6,2,5,1,1,1,0.7142857313156128,0,0,0,0,0,0,8,2006-10-17,61,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,3.119999885559082,3,1,1,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,0,1,0,0,0,0,0.09859154929577464,0,6030,85,1
6031,85,0,No,No,No,No,Yes,0,0,0,0,21000,19965,0,0,20000,0,0,0.07895591109991074,0,0.013961325399577618,0.07869414240121841,1200,1,1,7,4,3,5,5,4,2,1,3,0.5714285969734192,0,0,0,0,0,0,8,2006-10-17,61,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,1.899999976158142,2,0,1,23,0,1,0,1,0,0,0,20000,0,0,20000,20000,0,0,0,20000,Yes,0,1,0,0,0,0,0.09859154929577464,0,6031,85,1
6032,85,0,No,Yes,Yes,No,Yes,0,8000,8000,0,28500,36500,0,0,15000,0,7000,0.08898322284221649,0,0.015042073093354702,0.0869496613740921,100000,1,1,3,1,2,2,1,1,0,1,1,0.3333333432674408,0,0,0,0,0,0,8,2006-10-17,61,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,4.119999885559082,4,1,1,27,1,2,0,1,0,0,0,22000,0,8000,22000,15000,0,0,7000,22000,Yes,0,1,0,0,0,0,0.04225352112676056,1,6032,85,1
6033,85,0,No,Yes,Yes,No,Yes,0,8000,8000,0,11600,19600,0,0,0,0,10000,0.07895591109991074,0,0.013961325399577618,0.07869414240121841,100000,1,1,18,5,13,13,6,4,1,9,5,0.2777777910232544,2,1,1,2,1,0.4000000059604645,8,2006-10-17,61,3,1,0,0,0,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,3.990000009536743,3,2,1,40,0,1,0,1,0,0,0,10000,0,8000,10000,0,0,0,10000,10000,No,0,0,0,1,0,0,0.2535211267605634,1,6033,85,0
6034,85,0,No,Yes,Yes,No,Yes,0,8000,8000,0,20000,28000,NA,0,10000,0,10000,0.031322021037340164,NA,0.0047898381017148495,0.034883733838796616,0,0,1,7,4,3,5,4,3,3,2,1,0.5714285969734192,1,1,1,1,1,0.25,8,2006-10-17,61,1,1,3,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,5.230000019073486,3,3,1,41,0,1,1,0,1,0,0,20000,0,8000,20000,10000,0,0,10000,20000,Yes,0,1,0,0,0,0,0.09859154929577464,1,6034,85,1
6035,85,0,No,No,No,No,Yes,0,0,0,0,10000,69000,0,0,0,0,0,0.07406741380691528,0,0.014418636448681355,0.07558589428663254,200000,1,1,6,5,1,5,5,5,4,0,1,0.8333333134651184,0,0,0,0,0,0,8,2006-10-17,61,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,25150,71,1,950.96685791015625,0.25,0.5400000214576721,4.309999942779541,3,3,0,45,1,2,0,0,0,0,0,50000,50000,0,50000,0,50000,0,0,50000,Yes,0,1,0,0,0,0,0.08450704225352113,0,6035,85,1
6145,87,0,No,No,No,No,Yes,0,0,0,0,10000,10000,0,0,10000,0,0,0.07895591109991074,0,0.013961325399577618,0.07869414240121841,0,0,1,2,2,0,2,2,2,2,0,0,1,NA,NA,NA,NA,NA,NA,40,2007-01-01,75,1,0,0,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,2.4200000762939453,2,1,1,30,0,1,0,1,0,0,0,10000,0,0,10000,10000,0,0,0,10000,No,0,0,0,1,0,0,0.003745318352059925,0,6145,87,0
6146,87,0,No,No,No,No,Yes,0,0,0,0,5000,5000,0,0,5000,0,0,0.07895591109991074,0,0.013961325399577618,0.07869414240121841,500,1,1,2,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,40,2007-01-01,75,2,0,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,3.240000009536743,2,2,1,32,0,1,0,1,0,0,0,5000,0,0,5000,5000,0,0,0,5000,No,0,0,0,1,0,0,0.003745318352059925,0,6146,87,0
6147,87,0,No,No,No,No,Yes,0,0,0,0,7000,17000,0,0,0,0,5000,0.08797789365053177,0,0.014184573665261269,0.09705401211977005,200000,1,1,3,3,0,2,3,2,3,0,0,1,3,2,3,3,1,1,40,2007-01-01,75,1,0,1,2,1,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,2,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,5.510000228881836,5,1,1,45,0,2,1,0,0,0,0,15000,10000,0,15000,0,10000,0,5000,15000,No,0,0,0,1,0,0,0.0056179775280898875,0,6147,87,0
6148,87,0,No,No,No,Yes,No,0,0,0,20000,0,25000,0,0,0,0,0,0.07036736607551575,0,0.00871337205171585,0.08203985542058945,100000,1,1,6,3,3,4,2,3,0,1,2,0.5,0,0,0,0,0,0,40,2007-01-01,75,0,1,4,2,0,3,3,0,2,0,2,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,0,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,8.869999885559082,8,2,1,58,1,2,1,0,0,0,1,5000,5000,0,5000,0,5000,0,0,5000,Yes,0,1,0,0,0,0,0.011235955056179775,0,6148,87,1
6149,87,0,No,No,No,No,Yes,0,0,0,0,3000,3000,0,0,3000,0,0,0.08797789365053177,0,0.014184573665261269,0.09705401211977005,6000,1,1,14,11,3,9,6,9,3,0,3,0.7857142686843872,2,2,0,2,1,0.4000000059604645,40,2007-01-01,75,2,0,6,0,0,0,0,0,2,1,1,2,1,0,0,0,0,2,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2,1,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,7.519999980926514,6,3,1,64,0,2,1,0,0,0,0,3000,0,0,3000,3000,0,0,0,3000,No,0,0,0,1,0,0,0.026217228464419477,0,6149,87,0
6150,87,0,No,No,No,No,Yes,0,0,0,0,100000,100000,0,0,0,0,100000,0.07406741380691528,0,0.014418636448681355,0.07558589428663254,0,0,1,4,3,1,3,4,3,3,0,1,0.75,0,0,0,0,0,0,40,2007-01-01,75,0,1,2,1,1,1,0,1,0,0,0,1,2,0,0,0,0,0,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,0,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,6.119999885559082,6,1,1,48,0,2,0,0,0,0,0,100000,0,0,100000,0,0,0,100000,100000,No,0,0,0,1,0,0,0.00749063670411985,0,6150,87,0
6151,87,0,No,No,No,No,Yes,0,0,0,0,140000,158000,0,0,100000,0,0,0.08797789365053177,0,0.014184573665261269,0.09705401211977005,50000,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,40,2007-01-01,75,0,0,3,1,0,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,7.239999771118164,6,2,1,45,1,2,1,0,0,0,0,120000,20000,0,120000,100000,20000,0,0,120000,No,0,0,0,1,0,0,0.0018726591760299626,0,6151,87,0
6152,87,0,No,No,No,No,No,0,0,0,0,0,4000,0,0,0,0,0,0.06034005433320999,0,0.007632623426616192,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2007-01-01,75,3,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,5.670000076293945,4,3,1,40,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,0,0,1,0,0,NA,0,6152,87,0
6153,87,0,No,No,No,No,Yes,0,0,0,0,7000,7000,0,0,0,0,5000,NA,0,NA,NA,0,0,1,4,0,4,1,3,0,0,1,3,0,0,0,0,0,0,0,40,2007-01-01,75,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,3.069999933242798,3,2,0,45,1,3,0,1,0,0,1,5000,0,0,5000,0,0,0,5000,5000,No,0,0,0,1,0,0,0.00749063670411985,0,6153,87,0
6154,87,0,No,No,No,No,No,0,0,0,0,0,170300,0,0,0,0,0,0.07036736607551575,0,0.00871337205171585,0.08203985542058945,670000,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2007-01-01,75,1,0,1,1,1,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,3,0,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,5.71999979019165,5,2,1,50,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,0,0,1,0,0,NA,0,6154,87,0
6155,87,0,No,No,No,No,Yes,0,0,0,0,13000,58000,0,0,12000,0,0,0.04235466569662094,0,0.0067280856892466545,0.033034902065992355,10000,1,1,9,8,1,5,4,4,4,1,0,0.8888888955116272,0,0,0,0,0,0,40,2007-01-01,75,1,1,2,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,0,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,5.590000152587891,5,3,1,41,0,2,0,1,1,0,0,62000,50000,0,62000,12000,50000,0,0,62000,No,0,0,0,1,0,0,0.016853932584269662,0,6155,87,0
6156,87,0,No,No,No,No,Yes,0,0,0,0,330000,330000,0,0,10000,0,250000,0.07036736607551575,0,0.00871337205171585,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,2007-01-01,75,2,0,3,0,0,3,1,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,2,2,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,7.909999847412109,7,2,1,45,1,2,1,0,0,0,1,260000,0,0,260000,10000,0,0,250000,260000,No,0,0,0,1,0,0,NA,0,6156,87,0
6157,87,0,No,No,No,No,Yes,0,0,0,0,10000,10000,0,0,0,0,10000,0.07895591109991074,0,0.013961325399577618,0.10016226023435593,0,0,1,2,2,0,2,0,2,0,0,0,1,0,0,0,0,0,0,40,2007-01-01,75,0,3,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,4.519999980926514,4,2,1,58,0,1,0,1,0,0,0,10000,0,0,10000,0,0,0,10000,10000,No,0,0,0,1,0,0,0.003745318352059925,0,6157,87,0
6158,87,0,No,No,No,No,Yes,0,0,0,0,43000,43000,0,0,3000,0,10000,NA,0,NA,NA,76000,1,1,4,1,3,4,2,1,1,3,1,0.25,0,0,0,0,0,0,40,2007-01-01,75,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,3.799999952316284,4,0,0,62,1,1,0,0,0,0,0,13000,0,0,13000,3000,0,0,10000,13000,No,0,0,0,1,0,0,0.00749063670411985,0,6158,87,0
6159,87,0,No,No,No,No,No,0,0,0,0,0,33000,0,0,0,0,0,0.07036736607551575,0,0.00871337205171585,0.08203985542058945,15000,1,1,7,6,1,6,3,5,3,1,0,0.8571428656578064,1,1,1,1,1,0.25,40,2007-01-01,75,0,0,1,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,4.670000076293945,5,0,1,40,1,2,1,0,0,0,1,51000,51000,0,51000,0,51000,0,0,51000,No,0,0,0,1,0,0,0.013108614232209739,0,6159,87,0
6160,87,0,No,No,No,No,Yes,0,0,0,0,45000,48000,0,0,0,0,0,0.04623783752322197,0,0.005413274746388197,0.04624750092625618,10000,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,40,2007-01-01,75,1,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,3,3,0,1,0,11700,534,3,1300.640380859375,0.6000000238418579,0.603960394859314,3.509999990463257,2,2,1,33,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,No,0,0,0,1,0,0,0.0018726591760299626,0,6160,87,0
